x,y
10,0.00323009999920032
11,0.002661100001205341
12,0.005967200000668527
13,0.004757799999424606
14,0.008825400000205263
15,0.008337900000697118
16,0.003963700000895187
17,0.002314900000783382
18,0.006569299999682698
19,0.00594230000024254
20,0.012304199999562115
21,0.00994900000114285
22,0.007482999999410822
23,0.007956100000228616
24,0.011086499998782529
25,0.0203378000005614
26,0.022044400000595488
27,0.016496600001119077
28,0.019116700001177378
29,0.021193700000367244
30,0.0352110999992874
31,0.024587899999460205
32,0.04672570000002452
33,0.042688200001066434
34,0.050483900000472204
35,0.037735599998995895
36,0.0499469999995199
37,0.04516979999971227
38,0.05653789999996661
39,0.05211050000070827
40,0.048395600000731065
41,0.03690699999970093
42,0.033459899999797926
43,0.060575699999390054
44,0.03145369999947434
45,0.04939809999996214
46,0.0840542000005371
47,0.07991509999919799
48,0.05739940000057686
49,0.06558279999990191
50,0.1244992000010825
51,0.058966299999156035
52,0.06844179999825428
53,0.049782199999754084
54,0.0660637000000861
55,0.06857820000004722
56,0.09808700000030512
57,0.14531170000009297
58,0.1848755999999412
59,0.15475139999944076
60,0.1550413999993907
61,0.1573843999995006
62,0.15375459999995655
63,0.19078330000047572
64,0.1691140999992058
65,0.17432969999936176
66,0.13601100000050792
67,0.13405090000014752
68,0.09334160000071279
69,0.10170829999879061
70,0.12106710000080056
71,0.10744160000103875
72,0.127281099999891
73,0.13103330000012647
74,0.12225609999950393
75,0.1449551000005158
76,0.10996439999871654
77,0.13902039999993576
78,0.1393153999997594
79,0.16287319999901229
80,0.2195811000001413
81,0.201513400001204
82,0.1845735999995668
83,0.14643539999997301
84,0.16402949999974226
85,0.1479732999996486
86,0.14466989999891666
87,0.1583613000002515
88,0.17419510000036098
89,0.21966020000036224
90,0.15108200000031502
91,0.1853542999997444
92,0.1963847999995778
93,0.21812709999903745
94,0.20608460000039486
95,0.18642029999864462
96,0.18330620000051567
97,0.2309067000005598
98,0.23445919999903708
99,0.18305730000065523
100,0.23846120000052906
101,0.24417019999964396
102,0.2911365999989357
103,0.363693899998907
104,0.2451697000014974
105,0.3920141999988118
106,0.39183410000077856
107,0.2578343000004679
108,0.3545696000001044
109,0.4128719000000274
110,0.2614157999996678
111,0.3693999999995867
112,0.23776509999879636
113,0.28366940000159957
114,0.2522997000014584
115,0.2642465999997512
116,0.2873280000003433
117,0.32463110000026063
118,0.3455904999991617
119,0.3126667999986239
120,0.5656321000005846
121,0.49359329999970214
122,0.3829760999997234
123,0.3180214000003616
124,0.3281843000004301
125,0.3936993999996048
126,0.33106709999992745
127,0.3764300999991974
128,0.4637483999995311
129,0.46616890000041167
130,0.4556720000000496
131,0.32134399999995367
132,0.43640660000164644
133,0.3939343000001827
134,0.47437150000041584
135,0.5167679000005592
136,0.5167056999998749
137,0.46640320000005886
138,0.5191642999998294
139,0.5239510999999766
140,0.4962116999995487
141,0.47090270000080636
142,0.44249049999962153
143,0.477174700001342
144,0.48262220000106026
145,0.5444526999999653
146,0.4936505000005127
147,0.5628901999989466
148,0.46092029999999795
149,0.4964785000011034
150,0.8070088000004034
151,0.46733150000000023
152,0.43548849999933736
153,0.40346260000114853
154,0.4967311000000336
155,0.47403940000003786
156,0.48477880000064033
157,0.49537400000008347
158,0.5276911000000837
159,0.5208982000003743
160,0.5469963999985339
161,0.5432706000010512
162,0.5762106999991374
163,0.5196947000004002
164,0.5383201999993616
165,0.6305675000003248
166,0.6534437999998772
167,0.6421119999995426
168,0.5457678000002488
169,0.5794475999991846
170,0.7381041000007826
171,0.7941522000000987
172,0.6925668999992922
173,0.8146904000004724
174,1.154071599999952
175,0.6770748000017193
176,0.7116159999986849
177,0.8877828999993653
178,0.7205857000008109
179,0.763820999998643
180,0.9044749000004231
181,0.8742588999994041
182,1.0156973999983165
183,0.7154245000001538
184,0.8938415000011446
185,0.8768347000004724
186,0.8965231999991374
187,0.8766209999994317
188,0.8587412999986554
189,0.8432815999985905
190,1.0154026000000158
191,0.6832596999993257
192,0.9239024999988033
193,0.7366213999994216
194,0.7586516999999731
195,0.806860400000005
196,0.7546959999999672
197,0.7242105999994237
198,0.7281352000009065
199,0.8305023000011715
200,0.8267571000014868
201,0.8013590999998996
202,0.8462806999996246
203,0.7908852999989904
204,0.7649756000009802
205,0.8158982000004471
206,1.521110799998496
207,1.2190109999992274
208,1.0044713000006595
209,0.9840134000005492
210,1.0477081999997608
211,1.0817827000009856
212,1.08815709999908
213,1.0230628999997862
214,1.170535999999629
215,1.2616660000003321
216,1.016795199999251
217,0.9663492999989103
218,0.9358871999993426
219,1.6151358999995864
220,1.0463846999991802
221,0.9598184000005858
222,1.0853000999995857
223,0.9691129999991972
224,0.9675186999993457
225,1.007870700001149
226,0.9742000000005646
227,1.2044359000010445
228,1.3275033999998413
229,1.0295476999999664
230,1.0102110000007087
231,1.1124368000000686
232,1.7125512000002345
233,1.2315058999993198
234,1.345243499999924
235,1.0576947999998083
236,1.3406587000008585
237,1.4371541000000434
238,1.4189485999995668
239,1.34808079999857
240,1.390321999999287
241,1.2307176999984222
242,1.5182105000003503
243,1.451422600001024
244,1.1985836000003474
245,1.2651103000007424
246,1.1518426000002364
247,1.2306893999993918
248,1.195379700000558
249,1.4265130999992834
250,1.424124600000141
251,1.4033858999991935
252,1.4856787999997323
253,1.6465860999996949
254,1.4789608999999473
255,1.6418843999999808
256,1.546781099999862
257,1.6999845999998797
258,1.6969300000000658
259,1.4607883999997284
260,1.3433462999983021
261,1.4754761999993207
262,1.8393675000006624
263,1.3862004000002344
264,1.536039399999936
265,1.397870900000271
266,1.4301424999994197
267,1.4567325999996683
268,1.5651307000007364
269,1.6969245999989653
270,1.434207600001173
271,2.193476799999189
272,1.431942799999888
273,1.5145320999999967
274,1.4939573999999993
275,1.491908500000136
276,1.8359078000012232
277,1.8325673999988794
278,1.4555606999983866
279,1.5394273999991128
280,2.062927999999374
281,1.550462499999412
282,1.605088700000124
283,1.466374800000267
284,1.5568411000003834
285,1.5797182000005705
286,1.663733700001103
287,1.782499099999768
288,2.058445800001209
289,1.679218299999775
290,1.7749973999998474
291,1.7244234000008873
292,1.5967074999989563
293,1.8851622999991378
294,1.5700624999990396
295,1.6192762999999104
296,1.697855599999457
297,2.2329943000004278
298,1.8309442000008858
299,1.7175793999995221
300,1.7514219000004232
301,1.91795650000131
302,2.1163587999999436
303,1.8961381999997684
304,2.3382787000009557
305,1.900330299999041
306,1.9346328999999969
307,2.0977373999994597
308,2.1492185999995854
309,1.8938554000014847
310,2.0734972000009293
311,2.262844799999584
312,1.9856600999992224
313,1.9635428000001411
314,1.962619199999608
315,1.925645400000576
316,1.9920296000000235
317,2.3357340000002296
318,2.122278999999253
